Year,AUS,AUT,BEL,CAN,CHE,CHL,DEU,DNK,ESP,FIN,FRA,GBR,GRC,IRL,ITA,JPN,MEX,NLD,NOR,NZL,PRT,SWE,USA,,Euro Area
1950,14587.503050971347,7462.502593777639,9997.794457856911,13859.776952095082,23620.131756251645,5016.630922267611,7574.833036532124,12647.99631223486,5441.899863339613,7356.895533768726,8642.31948354879,10436.275350087684,4809.544122915229,7917.11116474828,6522.58846999785,3342.5824605314474,5681.0166553853915,11835.107711451348,13624.970485568798,14441.790999665678,4272.546552333926,11510.641010727306,15731.746433419825,,7368.525570829808
1951,14775.992861993318,7971.979236490276,10552.426263244975,14319.794817646938,25237.02239471531,5144.177525580157,8229.742932360054,12635.939397030359,5932.951131570015,7909.342784667949,9069.480387387057,10788.701805712768,5123.669532871309,8030.305272374943,7106.7754534924825,3699.1435791510576,5950.9261670548785,11905.849748452481,14229.1553778367,16359.371765241676,4438.945689285569,11739.933662688272,16710.991607647942,,7879.485937972233
1952,14599.826519099197,7984.237440110364,10513.799230112309,14889.175351362395,25096.21992751691,5382.329041892971,8928.189089441481,12670.098541920512,6360.496777721251,8084.510710875382,9282.155940912931,10921.970583245344,5045.13842215531,8242.336304326795,7394.519546150921,4066.021716992839,6014.832993688397,12008.1661319855,14589.624144514359,15091.616158928353,4426.071381274986,11840.701490190224,17098.4246277405,,8236.91383817293
1953,14771.88650993885,8331.37279200151,10918.679240560154,15176.624471309844,25643.976026748678,5612.599464647354,9622.626948394649,13282.819821488425,6283.81026486547,8047.743692363951,9534.313864046093,11492.763677705825,5613.83949508327,8471.076488476732,7880.879961323459,4306.038744050008,5858.935672595835,12913.597396220504,15019.408580914143,14687.800897500918,4705.748374233981,12171.96589364244,17606.785768469537,,8668.424855763527
1954,15333.470801925865,9171.04679121024,11341.69484858049,14635.195022010266,26808.2732808431,5482.187994863293,10256.582982182013,13428.045469252796,6701.386861378108,8651.979860470585,9991.05818942963,11953.11281051465,5677.209053103878,8713.835711757742,8120.70196887825,4493.163875829647,6257.813750064237,13632.714027958506,15622.459241214787,14801.682148580318,4901.194524340537,12793.148427753913,17199.021851927504,,9127.244789024206
1955,15799.59392061061,10215.267528764089,11743.49971807608,15589.08682474428,28319.21714908954,5450.502729418871,11378.460405043981,13471.851849462135,6907.066848839042,8988.754740749868,10427.548095007187,12376.027172761524,5996.234636224155,8823.51498038281,8623.443716206652,4821.865755145619,6587.523766340103,14459.69228689944,15812.863666372217,15482.769442085644,5067.796637333979,13089.532313925265,18104.032280464446,,9762.639337513607
1956,15958.846964297454,10837.255151641626,12095.916557103468,16445.775297290762,29810.329529701055,5398.40472888116,12101.193376411331,13550.910895709047,7403.160239115379,9158.946832695332,10840.030248249477,12527.351928559796,6402.365199144655,9117.234992013315,8994.928041226467,5130.104967579198,6828.739442575683,14800.51422355852,16499.900919762094,15747.096797805389,5250.709875522083,13427.88557953825,18164.722469046585,,10253.994992822572
1957,15923.249328012704,11447.332442284427,12317.707554804287,16359.850490055505,30504.506112793388,5700.986275515818,12658.286177021611,14509.718116007078,7572.808535243569,9497.464369921001,11312.647388874238,12715.281952097213,6710.142046742669,9063.29942963853,9455.003073490576,5457.282338611382,7121.607049867363,15027.577066544049,16841.99938950836,15682.403524953452,5444.844310243921,13655.825403494962,18214.720197902967,,10672.77034480899
1958,16346.878417067814,11837.80830262355,12020.027525663661,16221.610013499538,29439.595994241994,5657.339935576681,13053.70908040294,14746.76740644962,7830.6177723211285,9470.809325311948,11489.854832552917,12832.333215757646,6889.107423317152,9103.198663795783,9925.744176944123,5723.582662454463,7266.595748403088,14768.051501730677,16693.538041148833,16120.37812693579,5472.372279632588,13900.162849171438,17780.128298986867,,10940.860657239233
1959,16982.537170501895,12164.565662940035,12269.702059412792,16491.94833007632,30933.727348567107,5516.476167898506,13920.468209781999,15733.985059441768,7583.589278348673,9951.368250537871,11675.329067808545,13288.9799199879,6995.671623343868,8999.212633561156,10553.651312940632,6184.82589921693,7245.790395902029,15270.586429922483,17251.01478136992,16217.790542719024,5721.658501145813,14572.85814724779,18698.46018898081,,11381.82334076607
1960,17019.103123685756,13154.264109002532,12805.459261205679,16636.92520511228,32462.429065477783,5685.516592325179,14975.281539590307,16052.18666638186,7636.28877039837,10778.642422944702,12485.264830792967,14020.505418387113,7177.949824897437,9391.713908977776,11227.682188143073,6937.489922579786,7579.117325247819,16356.042315530984,18077.228968415126,16566.949473343215,6052.967858921762,15036.70720509879,18878.096396442575,,12109.046339647313
1961,16900.019971852773,13809.958618368084,13374.561540881607,16788.53171886054,34402.835989626896,5824.992328798444,15444.611295122231,16951.032461163268,8535.750790640923,11518.540711130892,12935.336294441246,14290.157737193333,8061.540892365613,9958.831606834114,12046.65331536429,7572.720637316788,7641.046265062836,16188.96019239023,19058.267108726057,17236.61512796988,6332.404175620458,15816.303205479815,19043.75279349419,,12689.50354354132
1962,17517.493257807226,14091.946470600164,13985.580237708606,17702.811816527836,35149.54478085776,5969.44400859573,15964.732088350447,17747.828014958093,9429.204899795268,11781.588361752623,13628.901672325814,14325.07534074978,8042.88926336119,10485.035151235597,12763.443312722873,8171.871118829282,7745.783957359804,17053.1347116225,19438.15345253212,17365.867258183247,6704.212038084109,16399.22969029642,19902.288495465116,,13313.11491632134
1963,18383.98363758613,14592.099604693383,14441.230625521706,18305.630732865284,36092.77353322461,6218.988144087098,16249.503809392287,17718.978584543238,10301.482720719232,12078.829715809487,14276.507143439778,14909.215068699787,8962.25719203262,10781.908948040522,13437.485705275778,8774.322729117972,8070.181604427769,17433.91368349536,20029.512851542324,17545.76916056751,7073.531100581171,17175.88636598975,20472.189471246144,,13858.095217858396
1964,19105.38265465043,15398.28335849385,15221.811753172147,19156.98057237794,37366.222324041526,6232.36487583683,17157.90576412481,19222.37862720694,11202.646760388325,12645.37965733961,15025.783865648835,15641.31642892812,9770.084595859158,11212.99787975289,13830.656852633509,9696.58047500718,8655.036469702032,18628.081876709908,20868.27569864478,18229.335508501634,7535.688148786204,18210.91618447986,21352.85037178778,,14612.959618547557
1965,19180.976180390848,15848.802503393053,15524.15796236104,20001.71126902076,38110.634610346686,6166.970590652837,17879.04584268402,19943.352549890595,11815.190919510387,13271.675031125038,15570.47131647595,15872.226758910238,10771.621879207552,11595.0610706039,14323.491071621871,10151.689383703584,8934.866285818767,19335.653082240435,21806.319562686127,19026.99415215883,8129.711556053701,18729.610376443157,22457.7027097759,,15223.127033942317
1966,19929.59658176131,16627.348295086602,15721.705677677135,20948.927389654877,38637.61984339648,6752.1129454365455,18222.55097770571,20323.6450931974,12567.753519177959,13535.967094150688,16221.41761065001,16032.38445424294,11386.861858931677,11748.034409767475,15152.25427301469,11130.00674434387,9194.23146754027,19610.880313258494,22451.079561309805,19827.969910847412,8524.555874136178,18940.12889551387,23664.590019202744,,15785.44095519259
1967,20682.4605455966,17059.2504422288,16023.097569282443,21211.378910985455,39329.962002268956,6865.84954489564,18123.84910694471,21279.186005265812,13247.79071651509,13754.710466394878,16870.358272024092,16388.90212128268,11934.842883788839,11815.440414416684,16200.527254562407,12248.665914065208,9442.153325929798,20410.379198529616,23654.978169360955,20215.8095006483,9226.353677833073,19427.90909994922,24049.6087366183,,16276.114429031915
1968,21752.232276658746,17766.39848206357,16516.3944099784,21914.58894730892,40230.71919710159,7009.905389146568,19059.52659005731,22324.50205405286,13860.700017576912,14008.420128576832,17490.372430965086,17201.87819850339,12711.632792855593,12446.721897483436,17258.929767628557,13779.82095563859,9818.23997850395,21495.825827396573,23983.73702128057,19866.457504364564,10090.220323847883,20021.9543821902,24981.749859223186,,17099.07383862063
1969,22829.487148233056,18828.302609200895,17511.46485342146,22709.37156850866,42022.02756398951,7167.866586174145,20285.54373909229,23646.532751991635,14960.587839570986,15361.349491130251,18593.4822163814,17462.685180910037,14129.834985531133,13418.222815736683,18285.031818824984,15182.18787208524,10073.426444775605,22616.344676952638,24862.69018198687,20108.99281404037,10397.310215544983,20877.63629102692,25511.37164613815,,18209.99683125516
1970,23280.301609645674,20062.323746870436,18670.40704793552,23057.012591085055,44380.22989601624,7207.239086709889,21114.407622478153,23844.2844593349,15642.857301354712,16571.295151021008,19578.966611562442,17864.305782133957,15356.627989628567,14161.822272214677,19292.51618270118,16619.085154248623,10412.087892126594,23718.964710025906,25173.161962254675,20839.60829225396,11445.80477706861,22022.645581060424,25262.994264869398,,19149.329937651408
1971,23387.114004169027,20994.241161282414,19335.840512359664,23275.996206460568,45947.16169526494,7740.6458128277645,21735.943130744545,24390.722996735858,16174.077836075427,16940.473913964426,20457.078654046374,18413.332207000396,16489.076073048418,14482.791863961877,19551.860989920016,17177.44585173783,10522.964621300516,24453.658340445356,26415.187236429905,21307.8077674208,12256.63511757746,22078.23829092196,25767.144528823417,,19766.61675492555
1972,23561.216785972738,22168.31930453556,20272.52242102064,24274.991992574487,47057.528147754354,7517.808287163699,22562.44690429154,25204.54799571006,17300.1487737277,18142.596048146817,21209.15658321447,19144.074277631014,18046.699167401846,15195.180737484648,20158.650644729514,18363.635055632625,11079.316989287094,24814.40647617769,27611.30041079481,22005.972548350284,13259.531790946832,22516.914838124692,26833.412737736784,,20597.655005984594
1973,24155.92652466124,23123.282479054356,21446.084766334334,25619.221850656977,48136.07318241037,6970.87865793718,23566.027270010345,26078.04082603855,18442.65436497038,19299.72710662475,22379.041268971792,20353.644949814105,19418.71931974024,15659.426352989853,21449.168223734385,19675.161690198656,11662.462429435716,26033.462024758333,28661.705380741118,23262.6765342147,14740.127798212126,23370.065427425467,28079.05987947657,,21743.135965521396
1974,23870.107812932805,23994.334739301183,22276.54170095041,26092.799220782752,48574.12110820441,6919.14996331899,23766.519628249378,25665.56581452362,19267.238020209556,19820.3304156256,23174.080655532354,19835.465898491024,18101.72476539493,16058.305469645486,22481.306210512117,19066.624574174584,12024.476630495104,26929.559453111684,29601.90101739018,24148.06676813797,14702.074712833855,24047.60737662644,27673.281771676004,,22319.189424512464
1975,24188.138609894395,23970.91557925647,21917.50422438504,26090.513002173677,45056.08328365676,5909.96256020162,23648.53454688766,25218.907082940983,19163.36965560333,20088.702482119337,22807.300755210174,19544.610654872246,19074.3412541275,16689.788477779708,21880.339645736804,19343.87666274177,12349.540617549743,26723.41166728645,30896.843258591412,23272.71237985469,13538.46354324179,24563.730284349844,27345.46679446042,,22051.605498519042
1976,24808.3149651556,25112.39438032677,23115.108615888377,27263.17672858308,44678.29497293986,6016.082453724988,24925.604569774838,26645.96847190152,19588.36980866643,20097.209335409454,23674.259646910126,20118.360865180464,20067.176431771502,16669.10959841206,23322.76118968383,19964.581998199283,12529.496786028605,27783.876758947365,32543.712902582036,23281.9613568201,14066.831036966641,24733.52344320429,28546.332010915678,,23072.187089077015
1977,24750.359602122277,26377.969325902748,23231.136377343253,27872.43128244161,45921.02337251039,6513.213331044927,25818.29913461189,27059.918212538072,19938.150507681847,20089.069451108502,24383.026114339496,20619.596741975914,20390.317723371525,17795.227241389035,23818.563169775945,20641.21931837537,12625.298727305193,28149.798119078863,33754.80413771376,22295.97455225778,14698.049894665653,24252.425273699122,29567.478966032355,,23689.21973406305
1978,25453.418341652014,26343.722252008534,23869.064891446986,28612.863724742176,46104.73773817981,6950.3213049357855,26618.197880198735,27576.57078207188,20035.992320830366,20616.331598480105,25249.207567142123,21485.347309367287,21586.266306708196,18805.408583118824,24502.854750974053,21533.67396563162,13322.521899383637,28629.21097043757,34927.31127325389,22359.726302170515,14949.766654498246,24605.47511844112,30875.24316553227,,24327.99234890967
1979,25943.814293916133,27802.23067671466,24405.908148025595,29382.491649328906,47158.64778186676,7422.454943382027,27710.695346192017,28573.26867825078,19868.386186762902,22028.2400540393,26038.30389688953,22270.84465102566,22018.522842560837,19126.776136812634,25888.055199955546,22524.043145738306,14183.907157534757,29007.14398818609,36330.55367595299,22939.472690630948,15624.38097906517,25494.630531703,31503.21254804381,,25162.94551531934
1980,26484.99560280991,28283.591308153147,25471.082117150738,29631.245543367702,49133.39576720754,7888.925482823549,28042.862209145507,28400.703967010224,20144.81739211802,23143.24745388217,26332.191108374136,21792.380083001794,21950.947537050095,19490.16045239782,26720.919381398977,22977.823390166806,14993.300948925025,29714.098320303438,37867.08137037106,23204.970632102955,16165.66763728979,25875.45319124246,31122.242270876883,,25626.724360458098
1981,26935.682835879536,28170.848003708343,25400.616369769552,30284.826933817356,49647.835172493265,8200.128847181835,28148.372538264328,28219.536284823123,19975.624119118504,23348.118987072896,26484.643812207654,21613.184389762177,21416.998155290275,19903.800180617327,26914.173915046038,23768.77920739015,15924.923096044247,29279.69378581,38340.153339842174,24191.825877189734,16285.423579909668,25961.99048041527,31600.380884314018,,25661.589186694124
1982,25902.039879635344,28716.83194871524,25558.69119375433,28972.843868260294,48712.28452003814,6906.161871483433,28063.911333227967,29280.8132888418,20103.54961014029,23939.254279515917,27007.555865988463,22052.246266480834,21044.289577186406,20166.73303438933,27005.47262522102,24390.05029043135,15444.927430571948,28784.107607763523,38289.501020600896,24175.463900585546,16531.80466852957,26271.13836926175,30736.249482008425,,25771.512762400045
1983,26752.034506411008,29618.434592583017,25640.43173632152,29434.13079180101,48813.837508823046,6748.094304705753,28580.01560389091,30061.59804031428,20359.973584717096,24538.54814455215,27193.90750111395,22975.425044097436,20696.55265528596,19975.34920040223,27311.307433065784,25077.831787141466,14445.868637468833,29268.72314225525,39679.0902960646,24681.87364754978,16426.794661044063,26758.341344723944,31852.589053517655,,26077.301480223552
1984,27839.320292045264,29635.486129716057,26273.21656678482,30880.33307314335,50102.131134618,7076.477929400427,29488.570966829313,31330.4125497825,20637.459182792856,25198.039998603326,27451.737349238752,23459.603788396038,21007.76158300788,20716.370743115513,28186.02776900861,26041.101859489976,14635.08473913194,30045.339195835168,41962.043557947945,25642.064487583637,16056.11016387037,27864.761618571752,33863.1739637443,,26652.3181609529
1985,28569.929412585014,30361.722877654596,26699.24314553448,32049.058068903796,51713.89214568923,7148.407847715192,30242.558006232233,32571.600740835594,21040.163788925067,25983.56457694538,27741.11064063732,24377.184809300314,21451.505618329404,21321.440785497412,28966.32645421051,27236.904171818867,14717.983720166789,30677.173466048273,44159.901926541555,25895.60734161266,16461.785874680503,28419.764406031925,34963.94857181285,,27227.198474659534
1986,28823.09966582171,31040.733132280777,27176.215650494363,32412.70103624961,52401.655594519514,7443.44766501723,30920.153792598292,34123.30700727151,21659.855793550694,26612.88292673081,28229.338466240017,25086.97785226403,21491.351319284884,21220.471261868,29793.12970024811,27971.99263291267,13870.55697079502,31357.63479750012,45781.36820080472,25025.385697004658,17127.87509046781,29116.83917770231,35841.8543057389,,27848.201576851123
1987,30017.70041444671,31442.10362950015,27779.386483015496,33291.11808310277,52899.16278465096,7810.5950332059365,31305.572992468482,34166.766529294786,22802.144460217492,27486.085943880535,28787.56160665742,26383.68996659406,20935.773609397787,22207.69751408366,30740.979975687424,29151.52706466557,13842.37107853801,31761.05513450823,46366.571872136636,25222.44282767148,18225.78203852374,29993.123303702807,36751.85831795913,,28494.19214114383
1988,30671.816441585514,32432.450639661372,28999.123040670187,34311.50604760837,54232.93168582738,8248.051706122742,32339.5529199411,34145.52365764113,23912.994299234706,28836.212949132085,29983.232578173924,27834.23342737726,21754.315012204344,23466.51369257452,32014.897216413152,30996.936347843563,13739.179885713414,32642.436968953283,46000.06455981018,25657.92329422854,19611.106715534832,30619.60643881669,37940.92818375535,,29629.67672465272
1989,31233.837862443237,33541.672687095124,29896.354951108657,34482.234860528864,56126.00920735264,8971.687288623294,33340.8452891187,34345.21823617224,25028.012988778282,30193.83712807247,31116.595559066223,28477.465539628804,22463.447434206595,24929.425267492876,33074.868208768545,32369.985985487478,14041.34674008584,33881.44806498237,46286.21072554908,25667.78253501711,20904.668738844903,31223.484284317536,38964.64210615876,,30711.917089891285
1990,30652.737306798193,34733.59429586639,30742.500350975613,34022.19163019809,57593.965866518505,9152.135189730074,34791.71815557224,34795.31946430787,25947.98587762876,30261.93203423048,31863.925938188968,28600.79437613546,22227.07965020102,27017.266624801945,33703.433804427375,33838.04490881584,14476.338240245848,35056.51915551161,47018.56083307175,25596.06458720797,21777.92497280104,31217.003211331175,39253.558366015954,,31665.565831419302
1991,30389.373927132856,35572.05661412835,31189.920515168833,32901.025748568965,56357.71659820606,9719.996874065464,36303.495740646445,35188.79933940029,26540.981193705455,28325.485892109984,32019.982134791448,28197.95660230098,22642.68808878239,27380.729687206604,34198.259730017606,34886.01926075473,14810.649900939778,35629.676837240506,48238.545527406626,23991.527429262434,22781.678470558767,30649.629470797237,38690.585458987036,,32367.36715822334
1992,31232.603743602667,35919.27457585836,31539.111511499385,32806.59089586483,55715.39965798289,10734.793516719488,36721.36366397199,35759.005092651074,26656.731341969728,27238.86146399091,32370.728876188987,28234.594073475953,22627.675769697795,28103.747456170964,34460.15397461646,35094.65277492751,15072.664760244597,35964.60485577759,49675.23725185875,24042.849028535562,23047.791043981346,30117.359298894375,39501.77768075037,,32655.04390826631
1993,32160.32324864365,35811.96350964562,31113.962952614213,33311.440516629475,55140.73824804232,11299.351792137293,36124.39199093378,35643.87755579409,26245.320625454213,26928.104762404088,32028.148384522538,28868.294215512968,22135.03676270903,28716.5751377439,34145.39467379445,34826.824665143766,15335.300856966995,36163.96059167687,50785.4674369404,25322.946480966762,22549.264166114335,29324.42593173585,40057.47175081468,,32273.97486656888
1994,33042.398452382375,36531.3397599762,32019.16784652852,34429.44587488232,55397.51933974167,11757.656456696655,36860.37154208896,37417.99710482792,26743.171185540952,27875.061507670707,32661.677858190887,29902.347308979122,22464.9745582048,30249.974122712283,34872.76559300686,35053.05221434383,15819.752035245465,37010.978613177394,53049.968011743855,26298.61406132724,22705.645916429312,30261.035017213322,41163.43120786239,,32945.14350957786
1995,33911.84102797348,37448.60931420336,32714.159226377025,34992.99184195598,55293.17712331725,12813.176124419939,37319.70729534122,38350.54654189562,27359.589276022674,28940.04644600772,33229.500299459316,30578.376072995427,22829.765222398262,32994.78836066049,35878.91356715781,35877.02188426454,14580.790210381516,37976.194558965304,54968.3581024606,27099.218943823988,23596.24502474046,31287.26815159325,41768.031906503726,,33641.99888546411
1996,34796.76935788585,38276.76299054958,33081.767827582844,35189.81419971926,55346.803569418946,13568.246190232587,37511.692651257676,39240.0483895391,27970.752273696085,29903.112798031387,33579.92023718498,31260.548103542802,23379.92600939004,35161.76865705801,36323.21293852859,36895.67532865055,15320.3931068586,39123.950579979195,57440.24487758251,27567.824499099086,24331.459200569396,31730.89791015879,42842.38698708954,,34105.15061373015
1997,35984.48274043202,39033.866380555985,34253.782315924305,36333.08061827318,56505.72154198307,14380.056388977751,38128.13274777505,40351.588791246795,28885.074792928237,31702.830440504706,34243.099105568006,32382.078543092026,24308.12881919238,38606.61400948574,36968.44077598133,37203.93716736667,16116.066631012725,40608.07109074604,60148.703971039395,28023.571005057183,25289.0968418824,32686.481209408306,44212.16766853593,,34915.65798865521
1998,37418.163223911455,40387.495470272996,34851.28960391412,37436.687666884616,58022.521303254,14810.112013438706,38890.117759723806,41097.129481530785,30029.473187027364,33344.21767687931,35341.456814834455,33464.698511582195,25115.330093094228,41526.62693298458,37626.96921967415,36684.30495575956,16693.275228605708,42240.71764144968,61360.82381462199,28072.899547340097,26371.37110066681,34076.94670095874,45658.13800053651,,35879.659149964464
1999,38448.06398676552,41742.514544194004,36003.367052183006,39050.79600723255,58725.09700104429,14569.06212183836,39598.47425859946,42168.92132297015,31251.019441474407,34723.884607843866,36363.06740428438,34496.73693003108,25787.942565090918,45373.998352066876,38232.25030268804,36525.12718938747,16901.579942078075,44072.857464785266,62168.765956106545,29377.845156117335,27247.034613431217,35496.585119749725,47282.28569380734,,36840.94321798241
2000,38725.97125777449,43047.98636147217,37251.04799062752,40691.977431067695,60694.96260019882,15165.561575919242,40696.62838582637,43602.952404148724,32743.70920180639,36652.44926782105,37531.88458783054,35555.28699544174,26689.376828250643,49002.32658061736,39662.11478272317,37477.64820403789,17483.16126635313,45594.92832638669,63746.17514656863,29870.063669064068,28088.710450368162,37128.80854678632,48689.03321073479,,38127.87604339883
2001,39736.12854147622,43426.91766668966,37531.35262061475,40972.81851265694,61103.66513595765,15491.043008235682,41311.37451142293,43804.63143273951,33796.11854391913,37523.4522189535,37998.85240675485,36472.14822847189,27647.965531311816,50774.00719402871,40413.3656094255,37539.37250097182,17169.705180709097,46305.05418317177,64740.32788934354,30831.82070127129,28433.433671329607,37566.00097001954,48690.80914445575,,38802.82179305167
2002,40426.17450223746,43927.49213688757,38001.24109907391,41752.88092747182,60741.79310768039,15800.95943618561,41160.32858190822,43868.533775430755,34232.10538705422,38071.62384086225,38151.8796051972,37162.23455874342,28627.428823501745,52881.059732808244,40455.70245162415,37496.37425611527,16928.825375864933,46110.40177851454,65323.40283131803,31833.4506260229,28496.142566416034,38266.55954514075,49081.36124223305,,38944.30167906075
2003,41549.78094916371,44125.57991248723,38235.27399799338,42123.65918391254,60316.66645875803,16275.910252610478,40849.537606951315,43920.01810835651,34621.068797909764,38741.97400007689,38194.25389334231,38205.21211646361,30214.065079518557,53597.953047970346,40332.106723150246,37988.0286357433,16941.058617059698,45964.78927549124,65532.416342766366,32633.223778616408,28125.19588103112,39005.03923796654,50053.62607578194,,38961.40138632641
2004,42386.82710657895,45052.08793404076,39429.70959093143,43020.735531355764,61566.50925048075,17269.202205173468,41338.52837685943,44975.51711114488,35091.46847254254,40171.876319275485,38986.931655049404,38890.29185238513,31664.782870401676,56164.3209170418,40642.38813787158,38812.4777784006,17363.709908833,46714.56057767614,67732.23395650262,33200.91871966334,28559.9031837015,40536.88658439074,51476.490018975,,39593.52797635898
2005,43000.09117487716,45750.343039837266,40123.853661068155,43981.84586659682,63079.07886685906,18071.651241954038,41664.6562115744,45899.814002997045,35763.714238476554,41147.43416011512,39337.72254783935,39852.323806043976,31761.22228082268,58086.194302474134,40773.929760158186,39454.09716189154,17514.6902672873,47561.35653895007,69038.70623796675,33926.0264655924,28729.84695249117,41529.330277732224,52796.0901444998,,39999.19995065166
2006,43999.24930197079,47096.96432655044,40877.45466367739,44686.68755604874,65184.70978442193,19011.458535507463,43303.5804244264,47539.385864364325,36606.95579676205,42640.66776642745,40021.22501004808,40663.538902647306,33455.876454408535,59408.255313224574,41379.48618344017,39988.99730979884,18037.40504262703,49128.47903063739,70128.40113848205,34376.69412864862,29144.11318343279,43221.94737868964,53782.29684577425,,41050.589184292956
2007,45324.67974337398,48694.36734596959,42070.41147432569,45171.701464203186,67261.2278936493,19732.057273527516,44652.1583118124,47759.36535034601,37230.9294203691,44709.585368444874,40738.801010486495,41328.81856896111,34463.227332630115,60788.29376664569,41783.31891145322,40603.80383368168,18178.56029989426,50871.24199851709,71484.70509147423,35372.81310146343,29816.045977789177,44378.13562545831,54272.720156779775,,41987.22137184755
2008,45285.89230443924,49251.09425046118,41925.9137415966,45133.94245017307,67842.97976356049,20210.795434875017,45166.564471392005,47236.47596506988,36966.75068734937,44850.824223941876,40615.05099459445,40889.53848953125,34256.65725613117,56892.96061149844,41108.124140639375,40140.34262331937,18113.5473765224,51773.36948983129,70935.61757007541,34494.88147487285,29868.13316282305,43835.360149472755,53688.36552317516,,41923.0057823516
2009,45279.25083959622,47273.00083911848,40749.513648212946,43315.94428318868,65511.74406706624,19685.022237651538,42702.92166419841,44679.08460931366,35261.89157171468,41032.58571595305,39245.61876014195,38857.594281384736,32697.254985199696,53457.53255127343,38760.23018434867,37970.91947909656,16904.618575529366,49619.061741115045,68836.92663951512,34813.678948421344,28908.05537614124,41577.28558003441,51869.70594001896,,39923.636315378746
2010,45678.30694542388,48025.86224784799,41535.47271613098,44160.62684071017,66779.67716879943,20620.10561395885,44556.0597128311,45313.29902166669,35157.132509076335,42146.58858076333,39813.50756049251,39305.80437667339,30866.086741756033,54129.35320804706,39303.22704861573,39555.456978546434,17516.091634864715,50028.05267042854,68461.90696630783,34774.172643831924,29396.870881561026,43678.052179606515,52760.933985141535,,40644.42664611127
2011,46813.03846937122,49263.22134940539,41693.317104762275,45106.341275757004,67159.23297232586,21663.025545806962,47171.336649180674,45730.35950898575,34747.13262239773,43020.39727586359,40490.18815608923,39600.479595213765,28088.76899114122,54078.916988813304,39513.2215529816,39583.051502335904,17906.202532101088,50567.66793449893,68242.83437385171,35446.15926038674,28940.78783623938,44734.6192438349,53194.77560299311,,41370.38437783472
2012,47191.97358455958,49372.808588608445,41741.852465694035,45404.94632444236,67118.39742062692,22596.531867749494,47279.9071603591,45661.80215586703,33696.92647073096,42217.89464630333,40420.86417681169,39907.674514588834,26179.33404506974,53971.79235843459,38232.17747548655,40239.067499743935,18308.580267282287,49861.783826633844,69172.94989501042,36125.13443592193,27879.375268921114,44143.67388379198,53997.28051076154,,40851.877270578545
2013,47561.70815762327,49095.18780190134,41736.35886184485,45974.149655617824,67579.8833930765,23281.551922717987,47357.38566400611,45896.24304866678,33322.250731303415,41644.772830430964,40445.080677109945,40489.40979824558,25515.095751854842,54414.02122924414,37095.76333356291,41103.21507650595,18313.97386989882,49650.27920144303,69048.28913655823,36582.28686183691,27774.158704891634,44291.10707266302,54615.57360405095,,40572.599632659934
2014,47884.97381073569,49035.107522903396,42207.389504319246,46820.54493944861,68395.45534983637,23442.79067121113,48202.405279669925,46403.59384944477,33884.54695256746,41321.54910417374,40638.845035845894,41240.319405703114,25875.638117639537,58639.83123756112,36755.292150052635,41312.01833186371,18588.53369930921,50176.12557580266,69618.66683488296,37300.58269730851,28145.531785459876,45019.36094587655,55589.255312694455,,40978.27688898086
2015,48508.51289966368,48980.41242976325,42816.55818214377,46778.74130325085,68522.93962196015,23702.05430730092,48499.863276444594,47156.33831844726,35211.38735202604,41409.53615266443,40945.27039268591,41878.59543725018,25932.64582193852,72704.89043451978,37077.07755541633,41861.63498827281,18962.894159447605,50932.916577852026,70285.2661009498,38184.74502663852,28768.809574028717,46545.5966492746,56881.783736239806,,41683.515783055656
2016,48887.4224659534,49462.69253073114,43230.08609665427,46715.194905684046,68946.37244660662,23790.252337650367,49182.78990397503,48308.54165837419,36248.13332842223,42430.43079728702,41284.72914265364,42359.63852493386,25991.00151126723,74532.72568862708,37620.51217727823,42128.66836517904,19281.411868261304,51772.96108926695,70415.33578934325,38800.97145359708,29442.52428464752,46916.167695042684,57442.127619281266,,42342.998945386855
2017,49484.24104930715,50336.741241953656,43883.747532398964,47624.23072294552,69535.0955529918,23732.36369290781,50274.277219680065,48976.08033162372,37208.95510924044,43715.17836287665,42142.141478392485,42868.884321389945,26434.424303605,79730.88703441367,38305.33166682685,43112.99475291149,19461.95393297842,52965.95836664771,71471.67101251445,39509.11597170835,30549.297542965396,47476.88513380718,58412.31600154369,,43336.063146369444
2018,49654.24222540745,51304.273697861434,44334.31510050825,47908.77152730029,70923.32089138919,24328.848399182276,50758.979704141544,49899.223206783165,37917.305107749235,44319.228282718555,42832.652152003146,43181.19379959212,27000.48743311857,85182.91715645953,38684.50816490847,43340.08693247314,19655.003670908623,53900.77334012913,71917.04459608262,40230.47803225236,31405.19665209711,47843.68084183864,59849.1890266717,,44017.15661370253
2019,49782.26977693261,51917.17234275518,44733.82719833725,48013.528770651086,71077.00148752124,24296.257117292174,50901.53630209372,50850.80621139601,38438.540692147304,44788.76021857512,43417.89051328657,43567.574726016,27548.136205000916,88561.603562352,38881.07575676942,43714.8692058671,19413.353831202534,54484.84812438302,72258.05016319739,40468.54740357673,32130.192537558825,47896.42934272636,60853.5310356273,,44462.2738269996
